UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,MAPPED_INSTRUMENT,BASE,QUOTE,BASE_ID,QUOTE_ID,TRANSFORM_FUNCTION,OPEN,HIGH,LOW,CLOSE,FIRST_TRADE_TIMESTAMP,LAST_TRADE_TIMESTAMP,FIRST_TRADE_PRICE,HIGH_TRADE_PRICE,HIGH_TRADE_TIMESTAMP,LOW_TRADE_PRICE,LOW_TRADE_TIMESTAMP,LAST_TRADE_PRICE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,TOTAL_TRADES_UNKNOWN,VOLUME,QUOTE_VOLUME,VOLUME_BUY,QUOTE_VOLUME_BUY,VOLUME_SELL,QUOTE_VOLUME_SELL,VOLUME_UNKNOWN,QUOTE_VOLUME_UNKNOWN
DAY,1646956800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,82.91,84.34,80.08,80.67,1646956814,1647043197,82.86,84.34,1647001859,80.08,1647032048,80.67,31414,14862,16552,0,508497.08598788,41584999.9185179,231988.50100305,18985794.0946256,276508.58498483,22599205.8238879,0,0
DAY,1647043200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,80.67,82.76,80.61,81.42,1647043200,1647129599,80.71,82.76,1647051446,80.61,1647073929,81.42,17557,9113,8444,0,211276.52649446,17263462.6661781,104949.57183915,8576747.1675306,106326.95465531,8686715.49864325,0,0
DAY,1647129600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,81.42,83.36,77.71,78.76,1647129601,1647215998,81.43,83.36,1647144406,77.71,1647211936,78.76,17751,8619,9132,0,225722.80291817,18212777.8887767,103900.08562869,8385051.43973146,121822.71728948,9827726.44904486,0,0
DAY,1647216000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,78.76,82.27,78.03,81.23,1647216008,1647302391,78.75,82.27,1647251792,78.03,1647216828,81.23,22698,11437,11261,0,318540.2243033,25512920.9981638,141743.38156531,11361758.3050931,176796.84273799,14151162.6930667,0,0
DAY,1647302400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,81.23,86.06,78.8,82.86,1647302402,1647388790,81.23,86.06,1647371225,78.8,1647328433,82.86,22182,12126,10056,0,323323.67935653,26530305.3696517,170943.68558113,14025350.4588954,152379.9937754,12504954.9107501,0,0
DAY,1647388800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,82.86,88.08,81.55,87.83,1647388814,1647475196,82.9,88.08,1647475019,81.55,1647408725,87.83,29478,16090,13388,0,427989.6662807,36062583.4223939,217089.17552324,18305313.0293053,210900.49075746,17757270.3930871,0,0
DAY,1647475200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,87.83,91.05,86.58,87.92,1647475201,1647561597,87.81,91.05,1647547232,86.58,1647511725,87.92,31421,17657,13764,0,439164.8365275,39033759.1777064,223737.08863477,19890611.9533749,215427.74789273,19143147.2243365,0,0
DAY,1647561600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,87.92,92.35,84.48,89.89,1647561600,1647647999,87.91,92.35,1647623232,84.48,1647601705,89.89,27888,14759,13129,0,385623.29933173,33941677.9434008,183298.78127765,16131498.5426616,202324.51805408,17810179.4007347,0,0
DAY,1647648000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,89.89,94.62,89.31,92.37,1647648000,1647734399,89.89,94.62,1647707067,89.31,1647676531,92.37,23568,12689,10879,0,297041.7546727,27286182.190394,154685.02520149,14214181.7316008,142356.72947121,13072000.4587897,0,0
DAY,1647734400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,92.37,92.53,87.91,88.61,1647734404,1647820785,92.38,92.53,1647734502,87.91,1647798153,88.61,17446,8440,9006,0,208246.87938591,18744030.9299317,100069.76157516,9007458.11850925,108177.11781075,9736572.81142454,0,0
DAY,1647820800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,88.61,91.3,86.82,88.65,1647820816,1647907179,88.66,91.3,1647870223,86.82,1647830097,88.65,18504,9102,9402,0,269324.09981098,23977485.3771194,128111.34951471,11419430.2605442,141212.75029627,12558055.1165752,0,0
DAY,1647907200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,88.65,94.04,88.01,90.48,1647907211,1647993595,88.58,94.04,1647959726,88.01,1647909109,90.48,24186,12569,11617,0,335458.40601117,30738200.1475343,172310.07158757,15779091.6549209,163148.3344236,14959108.4926132,0,0
DAY,1647993600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,90.48,96.34,89.2,94.92,1647993608,1648079995,90.49,96.34,1648049776,89.2,1647997570,94.92,25227,12856,12371,0,405537.67614498,37869687.3941668,218176.55503638,20420129.3221764,187361.1211086,17449558.0719908,0,0
DAY,1648080000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,94.92,103.78,93.47,102.41,1648080000,1648166395,94.93,103.78,1648150560,93.47,1648082018,102.41,43451,23003,20448,0,665850.44149098,66644653.1721656,331043.49201655,33103325.5125996,334806.94947443,33541327.6595697,0,0
DAY,1648166400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,102.41,104.88,97.12,98.68,1648166403,1648252778,102.41,104.88,1648187417,97.12,1648230543,98.68,35681,17408,18273,0,532204.56001263,53953630.7863846,254615.43579756,25821568.4353902,277589.12421507,28132062.350982,0,0
DAY,1648252800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,98.68,103.45,97.66,101.79,1648252816,1648339183,98.65,103.45,1648326225,97.66,1648258384,101.79,20277,10245,10032,0,263312.79954516,26585248.7233222,133566.33625163,13483376.4487933,129746.46329353,13101872.2745316,0,0
DAY,1648339200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,101.79,107.49,98.81,107.11,1648339209,1648425588,101.81,107.49,1648424002,98.81,1648386161,107.11,22803,11847,10956,0,281404.52210536,28966925.970658,142994.93842493,14743158.5546624,138409.58368043,14223767.415997,0,0
DAY,1648425600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,107.11,113.89,105.24,105.85,1648425604,1648511997,107.09,113.89,1648479128,105.24,1648511661,105.85,48274,24720,23554,0,604514.62711747,66404634.2757834,299137.4314486,32885335.2334081,305377.19566887,33519299.0423722,0,0
DAY,1648512000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,105.85,115.69,105.53,111.62,1648512000,1648598399,105.86,115.69,1648559331,105.53,1648512024,111.62,47422,23952,23470,0,601323.5561318,67095131.4629943,299070.82446527,33383160.2601597,302252.73166653,33711971.2028338,0,0
DAY,1648598400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,111.62,125.31,107.17,120.83,1648598400,1648684794,111.62,125.31,1648655338,107.17,1648604622,120.83,59439,30723,28716,0,746907.33956002,87445931.3058477,362925.50712769,42498422.1855076,383981.83243233,44947509.1203458,0,0
DAY,1648684800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,120.83,129.58,119.95,122.85,1648684832,1648771196,120.63,129.58,1648738267,119.95,1648685208,122.85,62784,32486,30298,0,748265.58537708,93154566.7746137,386173.11397642,48058423.6665059,362092.47140066,45096143.1080983,0,0
DAY,1648771200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,122.85,138.6,117.5,134.6,1648771205,1648857576,122.85,138.6,1648850434,117.5,1648781811,134.6,48766,26565,22201,0,621582.22726129,79575231.8833112,333255.73407996,42639745.7817812,288326.49318133,36935486.1015347,0,0
DAY,1648857600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,134.6,143.5,131.56,132.44,1648857626,1648943957,134.07,143.5,1648906559,131.56,1648943748,132.44,25806,13322,12484,0,240909.69737383,33082202.5624508,123013.44188643,16943049.0039318,117896.2554874,16139153.5585206,0,0
DAY,1648944000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,132.44,141,130.72,136.79,1648944020,1649030362,132.53,141,1648979229,130.72,1648948917,136.79,19507,10530,8977,0,213294.54715096,29210802.1977452,115252.7488158,15798917.9063162,98041.79833516,13411884.2914299,0,0
DAY,1649030400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,136.79,138.24,125.71,132.33,1649030402,1649116621,136.98,138.24,1649058248,125.71,1649094253,132.33,19359,9499,9860,0,245106.08627327,32301910.9284317,122082.40462855,16109029.7883324,123023.68164472,16192881.1400981,0,0
DAY,1649116800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,132.33,136.61,126.16,126.82,1649116801,1649203199,132.14,136.61,1649161741,126.16,1649202715,126.82,17748,8596,9152,0,192551.18957438,25288984.9998999,99563.15228864,13084398.3411601,92988.03728574,12204586.6587413,0,0
DAY,1649203200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,126.82,127.41,112.13,113.02,1649203221,1649289590,126.72,127.41,1649229178,112.13,1649289135,113.02,32614,14102,18512,0,365186.2286874,43563708.728352,167396.15220039,19982741.3671951,197790.07648701,23580967.3611592,0,0
DAY,1649289600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,113.02,119.97,111.1,118.54,1649289603,1649375999,113.27,119.97,1649373583,111.1,1649292999,118.54,19201,10083,9118,0,188825.15763807,21773162.1117499,93387.08652757,10790876.2115806,95438.0711105,10982285.9001703,0,0
DAY,1649376000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,118.54,122.48,108.18,109.84,1649376017,1649462349,118.49,122.48,1649387553,108.18,1649460616,109.84,19543,8623,10920,0,214480.30854877,24914523.8149777,90122.97304188,10531084.2204448,124357.33550689,14383439.5945338,0,0
DAY,1649462400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,109.84,113.69,108.4,112.9,1649462404,1649548784,109.96,113.69,1649547225,108.4,1649472885,112.9,9035,5176,3859,0,83754.26154649,9246844.80623498,44252.67070935,4892887.06914648,39501.59083714,4353957.73708846,0,0
DAY,1649548800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,112.9,115.96,109.82,111.04,1649548816,1649635197,113.02,115.96,1649614548,109.82,1649585033,111.04,10119,5095,5024,0,113837.2683349,12876249.9553888,59377.23928077,6724342.15247587,54460.02905413,6151907.80291472,0,0
DAY,1649635200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,111.04,111.96,98.21,99.52,1649635218,1649721570,110.96,111.96,1649640418,98.21,1649713800,99.52,22535,10024,12511,0,281488.49926624,29255142.9646859,135711.95254267,14138450.4371543,145776.54672357,15116692.5275344,0,0
DAY,1649721600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,99.52,109.33,98.41,103.16,1649721619,1649807968,99.77,109.33,1649770361,98.41,1649730846,103.16,20239,10633,9606,0,314236.94385146,33019545.8841227,158752.85814721,16608977.2758793,155484.08570425,16410568.6082438,0,0
DAY,1649808000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,103.16,106.03,100.08,104.97,1649808015,1649894398,103.25,106.03,1649864057,100.08,1649854972,104.97,12751,6636,6115,0,112206.57255997,11641371.2380792,58353.5721227,6063583.74492721,53853.00043727,5577787.49315115,0,0
DAY,1649894400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,104.97,107.71,98.86,100.79,1649894414,1649980726,104.96,107.71,1649911005,98.86,1649962901,100.79,13665,6566,7099,0,190655.28143176,19602079.5356087,93768.98933449,9614201.43427604,96886.29209727,9987878.10133182,0,0
DAY,1649980800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,100.79,102.82,99.6,101.36,1649980818,1650067199,100.72,102.82,1650037502,99.6,1649983559,101.36,8536,4620,3916,0,102627.80635094,10419929.7488492,65441.9361899,6650503.26947983,37185.87016104,3769426.47936919,0,0
DAY,1650067200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,101.36,103.5,100.71,102.15,1650067213,1650153518,101.37,103.5,1650121351,100.71,1650124525,102.15,6585,3112,3473,0,90202.33394795,9182836.4024413,30886.49628521,3150153.06533614,59315.83766274,6032683.33710498,0,0
DAY,1650153600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,102.15,105.43,99.71,100.19,1650153615,1650239994,102.05,105.43,1650213510,99.71,1650238520,100.19,9607,4463,5144,0,109995.66295733,11321911.8102837,52002.44093514,5371555.02562845,57993.22202219,5950356.78465642,0,0
DAY,1650240000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,100.19,102.67,93.92,102.32,1650240005,1650326392,100.19,102.67,1650322592,93.92,1650272579,102.32,16832,8289,8543,0,203625.48858869,20115966.6932455,75054.10953835,7449303.13922589,128571.37905034,12666663.5540213,0,0
DAY,1650326400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,102.32,108.81,101.09,108.57,1650326419,1650412775,102.39,108.81,1650412518,101.09,1650341294,108.57,13717,7749,5968,0,194290.60090961,20416491.4663821,103137.27230204,10872042.282656,91153.32860757,9544449.1837237,0,0
DAY,1650412800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,108.57,110.86,104.3,105.6,1650412804,1650499198,108.53,110.86,1650455481,104.3,1650480216,105.6,14615,6930,7685,0,198459.76499683,21408478.4405157,86943.14364605,9415338.54086608,111516.62135078,11993139.8996447,0,0
DAY,1650499200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,105.6,110.2,99.89,101.77,1650499210,1650585596,105.49,110.2,1650548049,99.89,1650580268,101.77,14926,6912,8014,0,170556.9276317,18099567.4034229,79831.1433585,8505028.29021027,90725.7842732,9594539.11321489,0,0
DAY,1650585600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,101.77,103.59,99.24,100.57,1650585602,1650671941,101.77,103.59,1650608689,99.24,1650643537,100.57,11061,5676,5385,0,111780.36450111,11344732.9738581,54637.90127798,5551520.64502379,57142.46322313,5793212.32883518,0,0
DAY,1650672000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,100.57,102.86,98.35,100.63,1650672016,1650758399,100.52,102.86,1650732383,98.35,1650687967,100.63,7607,3683,3924,0,83428.12578231,8445826.03299485,37736.04391859,3825940.56631055,45692.08186372,4619885.46668445,0,0
DAY,1650758400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,100.63,102.27,98.65,99.2,1650758422,1650844671,100.64,102.27,1650792907,98.65,1650819115,99.2,7347,3360,3987,0,71511.71200171,7171336.46533048,37262.10998539,3732546.16011522,34249.60201632,3438790.30521521,0,0
DAY,1650844800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,99.2,101.56,94.48,100.96,1650844806,1650931194,99.2,101.56,1650930108,94.48,1650870312,100.96,13974,7160,6814,0,151439.34635794,14809279.3926047,64084.6632124,6272266.6222027,87354.68314554,8537012.77040265,0,0
DAY,1650931200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,100.96,101.97,94.65,95.68,1650931216,1651017598,100.99,101.97,1650933400,94.65,1651015198,95.68,11379,5089,6290,0,134311.01848932,13160421.1126233,60867.62822845,5970824.77466841,73443.39026087,7189596.33795633,0,0
DAY,1651017600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,95.68,100.67,94.89,98.34,1651017606,1651103997,95.73,100.67,1651067514,94.89,1651020398,98.34,10679,5868,4811,0,135545.96865708,13322015.2706544,67099.55459424,6584741.02660642,68446.41406284,6737274.24404729,0,0
DAY,1651104000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,98.34,100.52,96.5,98.26,1651104020,1651190368,98.32,100.52,1651135570,96.5,1651154738,98.26,10724,5260,5464,0,131178.51851763,12942272.1214418,63962.61680024,6316933.89976527,67215.90171739,6625338.22167656,0,0
DAY,1651190400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,98.26,98.6,92.27,93.91,1651190418,1651276794,98.26,98.6,1651191521,92.27,1651262002,93.91,10885,4667,6218,0,186869.96117561,17785717.7219889,73407.56146806,7044090.97885721,113462.39970755,10741626.7431361,0,0
DAY,1651276800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,93.91,94.97,82,84.79,1651276804,1651363182,93.96,94.97,1651284476,82,1651360313,84.79,10461,4124,6337,0,131723.07226452,11827022.6202009,47985.15239234,4312358.77035471,83737.91987218,7514663.84984602,0,0
DAY,1651363200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,84.79,93.11,83.87,89.62,1651363217,1651449517,84.57,93.11,1651422353,83.87,1651368985,89.62,13718,7322,6396,0,145144.44772197,12748385.4967428,76922.80806293,6765476.42286959,68221.63965904,5982909.07387245,0,0
DAY,1651449600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,89.62,90.76,85.09,87.52,1651449604,1651535936,89.66,90.76,1651451951,85.09,1651517022,87.52,9789,4798,4991,0,100549.00797696,8808418.57821317,54311.26296133,4765851.88097324,46237.74501563,4042566.69723968,0,0
DAY,1651536000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,87.52,88.82,84.43,85.81,1651536015,1651622367,87.5,88.82,1651557827,84.43,1651609232,85.81,5690,2833,2857,0,95373.27865032,8277400.07340471,49179.68862104,4277304.18759562,46193.59002928,4000095.88580907,0,0
DAY,1651622400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,85.81,93.01,85.53,92.7,1651622547,1651708757,85.92,93.01,1651708202,85.53,1651641589,92.7,9792,5532,4260,0,147317.0944581,13064839.6573994,73854.38519554,6558191.75854497,73462.70926256,6506647.89885391,0,0
DAY,1651708800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,92.7,95.2,81.4,84.5,1651708832,1651795193,92.85,95.2,1651721261,81.4,1651775085,84.5,14702,6623,8079,0,211341.32263096,18470824.090231,92932.82729646,8142551.92014883,118408.4953345,10328272.1700842,0,0
DAY,1651795200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,84.5,84.76,80,81.66,1651795213,1651881572,84.49,84.76,1651795543,80,1651844239,81.66,11103,5206,5897,0,155603.81473619,12781549.7621538,71254.4511505,5865919.75535419,84349.36358569,6915630.00680018,0,0
DAY,1651881600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,81.66,82.25,77.01,78.76,1651881617,1651967877,81.64,82.25,1651925621,77.01,1651964030,78.76,8666,4012,4654,0,151834.31428707,12161573.2698958,63088.08324856,5064630.66726802,88746.23103851,7096942.60262654,0,0
DAY,1651968000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,78.76,79.29,73.73,75.48,1651968123,1652054335,79.01,79.29,1652008080,73.73,1652031683,75.48,8633,4229,4404,0,149215.21263204,11468537.3907963,70633.10581198,5432293.45706276,78582.10682006,6036243.93373285,0,0
DAY,1652054400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,75.48,77.18,61.38,62.18,1652054426,1652140798,75.4,77.18,1652058484,61.38,1652140727,62.18,23613,11525,12088,0,471963.81202529,32225729.3363926,218110.96543205,14939686.7797769,253852.84659324,17286042.5566132,0,0
DAY,1652140800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,62.18,73.98,60.16,66.67,1652140800,1652227177,62.14,73.98,1652187824,60.16,1652142759,66.67,21111,10683,10428,0,394467.65568897,26588480.1093173,188969.29112053,12727626.1725155,205498.36456844,13860853.936803,0,0
DAY,1652227200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,66.67,68.42,43.06,50.79,1652227213,1652313597,66.8,68.42,1652246346,43.06,1652302571,50.79,46577,21999,24578,0,1129052.3933192,60434477.4077699,491206.4828807,26238931.3293387,637845.9104385,34195546.078434,0,0
DAY,1652313600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,50.79,54.19,33,44.48,1652313601,1652399995,50.79,54.19,1652316219,33,1652340335,44.48,42578,20712,21866,0,1171332.92601548,52953221.355647,542431.0126773,24671195.2411624,628901.91333818,28282026.1144851,0,0
DAY,1652400000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,44.48,56.41,43.79,48.91,1652400003,1652486358,44.48,56.41,1652452007,43.79,1652401185,48.91,27381,15284,12097,0,642401.50040203,32759359.6271758,334730.86919172,17192532.6126013,307670.63121031,15566827.01457,0,0
DAY,1652486400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,48.91,53.79,45.9,52.25,1652486414,1652572773,48.95,53.79,1652496618,45.9,1652544734,52.25,14714,6451,8263,0,294481.95864374,14589422.8732562,120718.66959689,6019819.79185828,173763.28904685,8569603.08139995,0,0
DAY,1652572800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,52.25,59.2,49.55,58.64,1652572928,1652659177,52.1,59.2,1652658854,49.55,1652585289,58.64,10699,5470,5229,0,286675.05180685,15535621.5111531,135710.21429261,7405344.90632732,150964.83751424,8130276.60482368,0,0
DAY,1652659200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,58.64,58.65,51.79,53.62,1652659221,1652745571,58.65,58.65,1652659221,51.79,1652715412,53.62,12836,5543,7293,0,390766.08215619,21373649.9108386,165393.77115852,9068685.19928518,225372.31099767,12304964.7115519,0,0
DAY,1652745600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,53.62,58.22,52.93,57,1652745617,1652831998,53.81,58.22,1652794346,52.93,1652811727,57,11091,5623,5468,0,273947.45681976,15295830.8534893,143102.26204295,8006872.27072353,130845.19477681,7288958.58276933,0,0
DAY,1652832000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,57,57.79,49.36,49.83,1652832009,1652918388,56.99,57.79,1652834124,49.36,1652917174,49.83,14004,6675,7329,0,483282.37447403,25114454.4864522,225013.27352292,11674591.6155031,258269.10095111,13439862.8709468,0,0
DAY,1652918400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,49.83,53.99,48.01,52.15,1652918412,1653004742,49.86,53.99,1652974726,48.01,1652925408,52.15,16171,8112,8059,0,504678.42107126,25909615.8138112,234499.62571202,12070479.2591391,270178.79535924,13839136.5546702,0,0
DAY,1653004800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,52.15,53.63,47.77,49.37,1653004836,1653091104,52.06,53.63,1653044920,47.77,1653065112,49.37,12078,5843,6235,0,355368.01853978,17918482.4293803,168349.84459031,8505005.05855003,187018.17394947,9413477.37082846,0,0
DAY,1653091200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,49.37,51.12,48.42,50.24,1653091216,1653177587,49.41,51.12,1653149615,48.42,1653096565,50.24,5641,2911,2730,0,143290.11639819,7152079.16317576,71953.12527167,3588599.96856512,71336.99112652,3563479.19461065,0,0
DAY,1653177600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,50.24,53.15,49.63,52.5,1653177601,1653263974,50.24,53.15,1653261057,49.63,1653193097,52.5,6631,3556,3075,0,198144.13203661,10179288.6806947,104669.03096819,5383744.3431118,93475.10106842,4795544.33758271,0,0
DAY,1653264000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,52.5,54.65,48.58,49.07,1653264004,1653350317,52.4,54.65,1653304788,48.58,1653347959,49.07,10677,5010,5667,0,300335.37281613,15662265.8077078,138954.72145391,7259973.69690142,161380.65136222,8402292.11080761,0,0
DAY,1653350400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,49.07,50.77,47,49.64,1653350426,1653436760,49.13,50.77,1653408651,47,1653401456,49.64,10683,5531,5152,0,419714.05754735,20658552.4766555,225111.23419263,11097759.6764895,194602.82335472,9560792.80016664,0,0
DAY,1653436800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,49.64,50.45,47.5,47.88,1653436820,1653523150,49.58,50.45,1653450314,47.5,1653480009,47.88,8770,4196,4574,0,312945.44661618,15239423.2457602,150008.60394634,7321278.79723705,162936.84266984,7918144.44852328,0,0
DAY,1653523200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,47.88,48.6,41.7,43.33,1653523234,1653609564,47.87,48.6,1653525272,41.7,1653571118,43.33,13374,6359,7015,0,471096.31364142,21094512.3261511,216632.53815973,9753597.10622639,254463.77548169,11340915.2199229,0,0
DAY,1653609600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,43.33,43.86,39.95,41,1653609601,1653695930,43.42,43.86,1653611173,39.95,1653630005,41,14487,6838,7649,0,380579.88587829,15850214.2818687,181155.04064258,7560029.65048997,199424.84523571,8290184.63137826,0,0
DAY,1653696000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,41,45.13,40.3,44.23,1653696010,1653782393,41.12,45.13,1653781536,40.3,1653705596,44.23,7906,4271,3635,0,219977.77757732,9350812.66679958,98257.94983102,4184918.23488006,121719.8277463,5165894.43191934,0,0
DAY,1653782400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,44.23,45.57,41.79,44.95,1653782445,1653868719,44.18,45.57,1653831031,41.79,1653798335,44.95,7390,3698,3692,0,187896.51364218,8188080.3906667,82730.48791825,3610632.43196384,105166.02572393,4577447.95870272,0,0
DAY,1653868800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,44.95,48.3,44.21,47.19,1653868816,1653955198,44.95,48.3,1653945765,44.21,1653871944,47.19,9714,5270,4444,0,275054.40685096,12720498.4660264,137513.87805141,6371076.46544537,137540.52879955,6349422.0005805,0,0
DAY,1653955200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,47.19,48.17,44.52,45.61,1653955215,1654041445,47.16,48.17,1653965296,44.52,1654004507,45.61,8518,4165,4353,0,236202.20503764,10913490.0134242,117411.92064947,5420836.3970596,118790.28438817,5492653.61636475,0,0
DAY,1654041600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,45.61,46.06,39.51,40.1,1654041749,1654127994,45.74,46.06,1654045033,39.51,1654115536,40.1,11134,4797,6337,0,386213.16177323,16470588.8448058,173237.73223009,7349391.4619775,212975.42954314,9121197.38282582,0,0
DAY,1654128000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,40.1,41.66,38.12,40.84,1654128011,1654214392,40.1,41.66,1654209670,38.12,1654147018,40.84,10195,5024,5171,0,248998.23642187,9980638.16532907,118152.90635922,4750217.00148792,130845.33006265,5230421.16384121,0,0
DAY,1654214400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,40.84,41.5,37.61,38.26,1654214412,1654300797,40.84,41.5,1654222266,37.61,1654261023,38.26,7769,3559,4210,0,293020.4050166,11387371.5779571,139587.99901113,5408633.10795293,153432.40600547,5978738.47000426,0,0
DAY,1654300800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,38.26,39.61,35.71,38.96,1654300820,1654387184,38.26,39.61,1654378992,35.71,1654309661,38.96,6752,3517,3235,0,213166.94744827,7941543.74003516,122093.34042117,4552278.58369392,91073.6070271,3389265.15634122,0,0
DAY,1654387200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,38.96,40.15,37.87,38.46,1654387218,1654473593,39.06,40.15,1654445471,37.87,1654394416,38.46,6797,3470,3327,0,214248.04308587,8374604.31381673,95505.73992992,3735256.68726268,118742.30315595,4639347.62655433,0,0
DAY,1654473600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,38.46,44.79,38.28,42.39,1654473688,1654559996,38.45,44.79,1654503717,38.28,1654473721,42.39,13080,6847,6233,0,405853.13028594,17175121.4927041,210153.39698392,8882013.85494064,195699.73330202,8293107.63776223,0,0
DAY,1654560000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,42.39,42.62,37.2,39.28,1654560020,1654646394,42.35,42.62,1654560564,37.2,1654599776,39.28,15129,7186,7943,0,488444.93778108,19290700.6418433,224813.69852738,8861809.647419,263631.2392537,10428890.9944231,0,0
